Epl.,Aufgaben-block,Aggregat,Kapitel,Einnahme /Ausgabe,Haupt-Gr.,Obergruppe,Gruppe,Titel.endn.,Finanzposition,Finanzstelle AOB,Zweckbestimmung,Funktion,Übertragbar,Leertitel,wgf Ansatz,Wegfall ab Gjahr,Deckungsring,E/A- Verknüpfung,E/A-Vermerk,Titelzuordnung,Aus Zuweisung,Sonderkenn-zeichen,Budget-titel = x,NSM-Titel = x,Zuwendungsanteil,Perskosten-anteil,Hafenanteil,Istergebnis VVVJ,Istergebnis VVJ,Reste VVJ ,"fortgeschr. Ansatz KM VJ (inkl. Nachbewilligung)","Nachbewilligungen KM VJ",Grundbew. GJ,"Ansatz KM GJ",VE GJ,Veränderung KM GJ ./. VJ,Ab-weichung in % ,Grundbew GJ+1,Ansatz KM GJ+1,VE GJ+1,Änd KM GJ+1./.GJ,Ab-weichung in % ,"15/26 LHO Merkmal, AöR",Personalkostenvolumen Zuwendung GJ,Zuwendungs-volumen VJ,Zuwendungs-volumen GJ,freies Merkmal
014,01401,13100,1441,EIN,3,34,341,02,01.4.1441.341.02,83.0.00000,Einnahmen von Bauträgern für allgemeine Erschließungen ,725,,X,,,,3EGB10EINA,E = GB+,,,0000,,,000,000,000,"-56,000.00 ","-320,181.74 ",0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
014,01401,13100,1441,EIN,3,34,341,06,01.4.1441.341.06,83.0.00000,Einnahmen von Bauträgern für die Erschließung von Großprojekten im Rahmen des Wohnungsbauprogrammes ,411,,X,,,,,,,,0000,,,000,000,000,0.00 ,0.00 ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
014,01401,13100,1441,EIN,3,34,342,01,01.4.1441.342.01,83.0.00000,Zuschüsse für Spielplätze  ,321,,X,,,,3EA10EINA,E = A,,,0000,,,000,000,000,"-5,370.00 ","-25,610.00 ",0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
014,01401,13100,1441,EIN,3,34,342,03,01.4.1441.342.03,83.0.00000,Ausgleichsbeträge zur Erfüllung der Stellplatzverpflichtung ,729,,X,,,,3EA10EINA,E = A,,,0000,,,000,000,000,"-12,000.00 ",0.00 ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
014,01401,13100,1441,EIN,3,34,342,10,01.4.1441.342.10,83.0.00000,Erstattungen von Planungsleistungen der Gartenbauabteilungen durch andere Bedarfsträger ,321,,X,,,,3EA10EINA,E = A,,,0000,,,000,000,000,0.00 ,0.00 ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
014,01401,14000,1441,EIN,3,38,382,01,01.4.1441.382.01,83.0.00000,Einnahmen im Zusammenhang mit dem Anbieten von Produkten des Landesbetriebes Geoinformation und Vermessung,012,,X,,2012,,3EA10EINA,E = A,,,0000,,,000,000,000,-420.00 ,"-3,698.50 ",0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
014,01401,21111,1441,AUS,4,42,422,91,01.4.1441.422.91,83.0.00000,"Bezüge der Beamtinnen, Beamten, Richterinnen und Richter ",012,X,X,,,KRD-014,,,0020/KRD,,0000,,,000,100,000,"-19,871.87 ","-147,613.32 ",0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
014,01401,21111,1441,AUS,4,42,422,91,01.4.1441.422.91,97.0.00000,"Bezüge der Beamtinnen, Beamten, Richterinnen und Richter ",012,X,X,,,KRD-014,,,0020/KRD,,0000,,,000,100,000,"1,026,591.89 ","1,375,864.78 ",0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
014,01401,21120,1441,AUS,4,42,427,26,01.4.1441.427.26,83.0.00000,"Gesundheitl.Verbraucherschutz u. Veterinärwesen, Ausgaben für die ambulante Fleischuntersuchung ",314,X,X,,,TIT-000-0000-11,3EA12AUS,A = E,,,0000,,,000,000,000,810.10 ,585.82 ,"12,916.14 ",0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
014,01401,21111,1441,AUS,4,42,427,91,01.4.1441.427.91,97.0.00000,"Beschäftigungsentgelte, Aufwendungen für nebenamtlich und nebenberuflich Tätige ",012,X,X,,,KRD-014,,,0020/KRD,,0000,,,000,100,000,0.00 ,133.80 ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
014,01401,21111,1441,AUS,4,42,427,91,01.4.1441.427.91,83.0.00000,"Beschäftigungsentgelte, Aufwendungen für nebenamtlich und nebenberuflich Tätige ",012,X,X,,,KRD-014,,,0020/KRD,,0000,,,000,100,000,0.00 ,0.00 ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
014,01401,21111,1441,AUS,4,42,428,91,01.4.1441.428.91,83.0.00000,Entgelte der Arbeitnehmerinnen und Arbeitnehmer  ,012,X,X,,,KRD-014,,,0020/KRD,,0000,,,000,100,000,"-101,369.56 ","-152,934.60 ",0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
014,01401,21111,1441,AUS,4,42,428,91,01.4.1441.428.91,97.0.00000,Entgelte der Arbeitnehmerinnen und Arbeitnehmer  ,012,X,X,,,KRD-014,,,0020/KRD,,0000,,,000,100,000,"8,647,139.49 ","10,172,060.78 ",0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
014,01401,21120,1441,AUS,4,42,429,16,01.4.1441.429.16,83.0.00000,Personalausgaben -Grünbereich- ,321,X,X,,,,,,0061/RZA,06.0.6610.521.81,0000,,,000,000,000,"53,619.84 ","48,894.72 ","8,546.40 ",0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
014,01401,21120,1441,AUS,4,42,429,68,01.4.1441.429.68,83.0.00000,Sonstige Personalausgaben - Bezirkliche Märkte - ,430,X,,,,TGR-014-1441-Z68,3MEM12AUS,MA = ME,1441/Z68,,0000,,,000,000,000,"149,000.00 ","197,000.00 ",0.00 ,"197,000 ",0 ,"227,000 ","227,000 ",0 ,"30,000 ",13.2,"227,000 ","227,000 ",0 ,0 ,0.00,,0,0,0,
014,01401,21111,1441,AUS,4,43,432,91,01.4.1441.432.91,83.0.00000,"Kostenanteil an den Versorgungsbezügen der Beamtinnen, Beamte, Richterinnen und Richter ",018,X,X,,,KRD-014,,,0020/KRD,,0000,,,000,100,000,"-5,961.47 ","-8,199.02 ",0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
014,01401,21111,1441,AUS,4,43,432,91,01.4.1441.432.91,97.0.00000,"Kostenanteil an den Versorgungsbezügen der Beamtinnen, Beamte, Richterinnen und Richter ",018,X,X,,,KRD-014,,,0020/KRD,,0000,,,000,100,000,"307,986.92 ","412,078.37 ",0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
014,01401,21130,1441,AUS,4,43,432,93,01.4.1441.432.93,97.0.00000,"Versorgungsbezüge der Beamtinnen, Beamten, Richterinnen und Richter ",018,,,,,,,,0040/KRV,,0000,,,000,000,000,"620,945.07 ","601,873.97 ",0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
014,01401,21111,1441,AUS,4,43,438,91,01.4.1441.438.91,83.0.00000,Kostenanteil an den Versorgungsbezügen der Arbeitnehmerinnen und Arbeitnehmer ,018,X,X,,,KRD-014,,,0020/KRD,,0000,,,000,100,000,"-10,102.58 ","-13,242.20 ",0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
014,01401,21111,1441,AUS,4,43,438,91,01.4.1441.438.91,97.0.00000,Kostenanteil an den Versorgungsbezügen der Arbeitnehmerinnen und Arbeitnehmer ,018,X,X,,,KRD-014,,,0020/KRD,,0000,,,000,100,000,"775,991.91 ","913,553.59 ",0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
014,01401,21130,1441,AUS,4,43,438,93,01.4.1441.438.93,97.0.00000,Versorgungsbezüge der Arbeitnehmerinnen und Arbeitnehmer ,018,,,,,,,,0040/KRV,,0000,,,000,000,000,"-452,315.84 ","-461,667.79 ",0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
014,01401,21111,1441,AUS,4,44,441,91,01.4.1441.441.91,83.0.00000,Kostenanteil an den Beihilfen  ,840,X,X,,,KRD-014,,,0020/KRD,,0000,,,000,100,000,-795.03 ,"-1,093.20 ",0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
014,01401,21111,1441,AUS,4,44,441,91,01.4.1441.441.91,97.0.00000,Kostenanteil an den Beihilfen  ,840,X,X,,,KRD-014,,,0020/KRD,,0000,,,000,100,000,"41,064.91 ","54,943.61 ",0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
014,01401,21120,1441,AUS,4,44,441,92,01.4.1441.441.92,97.0.00000,Beihilfen  ,840,,X,,,KRN-014,,,0031/KRN,,0000,,,000,100,000,"16,047.54 ","-3,396.40 ",0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
014,01401,21120,1441,AUS,4,44,441,92,01.4.1441.441.92,83.0.00000,Beihilfen  ,840,,X,,,KRN-014,,,0031/KRN,,0000,,,000,100,000,0.00 ,0.00 ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
014,01401,21130,1441,AUS,4,44,446,93,01.4.1441.446.93,97.0.00000,"Beihilfen in Krankheitsfällen u.a. für Versorgungsempfängerinnen, Versorgungsempfänger ",018,,,,,,,,0040/KRV,,0000,,,000,000,000,"69,332.24 ","97,227.10 ",0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
014,01401,21340,1441,AUS,5,51,511,16,01.4.1441.511.16,83.0.00000,"Geschäftsbedarf, Kommunikation, Geräte, Aus- stattungs-, sonstige Gebrauchsgegenstände - Grünbereich -",321,X,X,,,BZA-014-164,,,0061/RZA,06.0.6610.521.81,0000,,,000,000,000,"101,268.12 ","100,795.15 ","3,867.32 ",0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
014,01401,21340,1441,AUS,5,51,511,18,01.4.1441.511.18,83.0.00000,"Geschäftsbedarf, Kommunikation, Geräte, Aus- stattungs-, sonstige Gebrauchsgegenstände - öffentliche Toiletten -",645,X,X,,,BZA-014-184,,,0061/RZA,06.0.6700.517.81,0000,,,000,000,000,0.00 ,0.00 ,"1,000.00 ",0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
014,01401,21340,1441,AUS,5,51,511,35,01.4.1441.511.35,83.0.00000,Geschäftsbedarf einschl. Vergabe von karten- und drucktechnischen Arbeiten ,012,X,X,,,,,,0063/ZZA,07.0.7200.546.87,0000,,,000,000,000,"13,234.89 ","4,031.85 ",968.15 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
014,01401,21340,1441,AUS,5,51,511,48,01.4.1441.511.48,83.0.00000,Geräte und Instrumente für den ärztlichen und wissenschaftlichen Bereich -Verbraucherschutz und Veterinärwesen-,314,X,X,,,BZA-014-484,,,0061/RZA,05.0.5300.534.81,0000,,,000,000,000,0.00 ,444.31 ,"2,455.69 ",0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
014,01401,21340,1441,AUS,5,51,511,50,01.4.1441.511.50,83.0.00000,"Geschäftsbedarf, Kommunikation, Geräte, Ausstattungs-, sonstige Gebrauchsgegenstände ",332,X,X,,,BZA-014-504,,,0063/ZZA,06.0.6900.526.86,0000,,,000,000,000,465.06 ,233.66 ,"1,327.07 ",0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
014,01401,21340,1441,AUS,5,51,511,68,01.4.1441.511.68,83.0.00000,"Geschäftsbedarf, Kommunikation, Geräte, Ausstattungs- und sonstige Gebrauchsgegenstände - Bezirkliche Märkte -",430,X,,,,"EDK-014-05, TGR-014-1441-Z68",3MEM12AUS,MA = ME,1441/Z68,,0000,X,,000,000,000,998.11 ,"1,883.18 ",116.82 ,"2,000 ",0 ,"2,000 ","2,000 ",0 ,0 ,0.0,"2,000 ","2,000 ",0 ,0 ,0.00,,0,0,0,
014,01401,21340,1441,AUS,5,51,514,16,01.4.1441.514.16,83.0.00000,Haltung von Fahrzeugen u. dgl -Grünbereich- ,321,X,X,,,BZA-014-164,,,0061/RZA,06.0.6610.521.81,0000,,,000,000,000,"121,435.92 ","136,016.15 ","2,193.80 ",0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
014,01401,21340,1441,AUS,5,51,514,48,01.4.1441.514.48,83.0.00000,Ärztlicher uns wissenschaftlicher Bedarf -Veterinärwesen- ,314,X,X,,,BZA-014-484,,,0061/RZA,05.0.5300.534.81,0000,,,000,000,000,56.85 ,820.69 ,"1,206.84 ",0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
014,01401,21340,1441,AUS,5,51,517,16,01.4.1441.517.16,83.0.00000,Bewirtschaftung der Grundstücke -Grünbereich- ,321,X,X,,,BZA-014-164,,,0061/RZA,06.0.6610.521.81,0000,,,000,000,000,"45,055.34 ","40,189.05 ",0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
014,01401,21340,1441,AUS,5,51,517,18,01.4.1441.517.18,83.0.00000,Bewirtschaftung der Grundstücke -Öffentliche Toiletten- ,645,X,X,,,BZA-014-184,,,0061/RZA,06.0.6700.517.81,0000,,,000,000,000,"11,417.58 ","11,056.49 ","17,571.05 ",0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
014,01401,21340,1441,AUS,5,51,517,68,01.4.1441.517.68,83.0.00000,Bewirtschaftung der Grundstücke - Bezirkliche Märkte - ,430,X,,,,"EDK-014-05, TGR-014-1441-Z68","3MEM11AUS, 3MEM12AUS",MA = ME,1441/Z68,,0000,X,,000,000,000,"379,691.61 ","447,990.49 ","43,129.90 ","350,000 ",0 ,"300,000 ","300,000 ",0 ,"-50,000 ",-16.7,"300,000 ","300,000 ",0 ,0 ,0.00,,0,0,0,
014,01401,21340,1441,AUS,5,51,518,18,01.4.1441.518.18,83.0.00000,Mieten und Pachten -Öffentliche Toiletten- ,645,X,X,,,BZA-014-184,,,0061/RZA,06.0.6700.517.81,0000,,,000,000,000,"3,689.60 ",195.16 ,"10,730.20 ",0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
014,01401,21340,1441,AUS,5,51,518,68,01.4.1441.518.68,83.0.00000,Mieten und Pachten - Bezirkliche Märkte - ,430,X,,,,"EDK-014-05, TGR-014-1441-Z68",3MEM12AUS,MA = ME,1441/Z68,,0000,X,,000,000,000,"24,167.70 ","9,848.09 ","1,451.91 ","10,000 ",0 ,"10,000 ","10,000 ",0 ,0 ,0.0,"10,000 ","10,000 ",0 ,0 ,0.00,,0,0,0,
014,01401,21340,1441,AUS,5,51,519,16,01.4.1441.519.16,83.0.00000,Unterhaltung der Grundstücke und baul. Anlagen -Grünbereich- ,321,X,X,,,BZA-014-164,,,0061/RZA,06.0.6610.521.81,0000,,,000,000,000,"10,924.43 ","12,681.08 ",0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
014,01401,21340,1441,AUS,5,51,519,18,01.4.1441.519.18,83.0.00000,Unterhaltung der Grundstücke und baulichen Anlagen -Öffentliche Toiletten- ,645,X,X,,,BZA-014-184,,,0061/RZA,06.0.6700.517.81,0000,,,000,000,000,"2,066.24 ",581.32 ,"8,771.72 ",0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
014,01401,21340,1441,AUS,5,51,519,68,01.4.1441.519.68,83.0.00000,Unterhaltung der Grundstücke - Bezirkliche Märkte - ,430,X,,,,"EDK-014-05, TGR-014-1441-Z68",3MEM12AUS,MA = ME,1441/Z68,,0000,X,,000,000,000,"124,079.18 ","126,709.85 ","27,281.02 ","35,000 ",0 ,"35,000 ","35,000 ",0 ,0 ,0.0,"35,000 ","35,000 ",0 ,0 ,0.00,,0,0,0,
014,01401,21340,1441,AUS,5,52,521,01,01.4.1441.521.01,83.0.00000,Zentral veranschlagte Mittel für Aufwendungen im Zusammenhang mit Kampfmittelräumung auf Grün- und anderen Flächen,045,X,X,,,,,,,,0000,,,000,000,000,0.00 ,0.00 ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
014,01401,21340,1441,AUS,5,52,521,16,01.4.1441.521.16,83.0.00000,"Allg. Betriebsausgaben für die Unterhaltung der Grünanlagen, Spielplätze und Kleingärten sowie Parkbäume - Grünbereich -",321,X,X,,,BZA-014-164,3EA11AUS,A = E,0061/RZA,06.0.6610.521.81,0000,,,000,000,000,"582,992.15 ","601,196.71 ","39,078.00 ",0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
014,01401,21340,1441,AUS,5,52,521,19,01.4.1441.521.19,83.0.00000,Unterhaltung von Straßenbegleitgrün  ,012,,,,,,,,,,0000,,,000,000,000,0.00 ,0.00 ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
014,01401,21340,1441,AUS,5,52,521,22,01.4.1441.521.22,83.0.00000,Beseitigung von Wildkraut im Straßenraum  ,725,X,X,,,,,,0061/RZA,07.0.7200.521.81,0000,,,000,000,000,"61,706.47 ","36,925.80 ",0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
014,01401,21340,1441,AUS,5,52,521,23,01.4.1441.521.23,83.0.00000,Ordnen von Wegezubehör  ,012,X,,X,2013,,,,0063/ZZA,07.0.7200.521.87,0000,,,000,000,000,0.00 ,"69,992.59 ",0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
014,01401,21340,1441,AUS,5,52,521,29,01.4.1441.521.29,83.0.00000,Betriebsausgaben der Revierförstereien  ,512,X,X,,,"BZA-014-164, BZA-014-294",,,0061/RZA,07.0.7400.521.81,0000,,,000,000,000,"73,479.41 ","81,011.24 ",801.19 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
014,01401,21340,1441,AUS,5,52,521,38,01.4.1441.521.38,83.0.00000,Allg. Betriebsausgaben für die Schnee- und Eisbeseitigung auf Gehwegen ,647,X,,X,2011,,,,0063/ZZA,06.0.6700.521.86,0000,,,000,000,000,"51,550.59 ",0.00 ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
014,01401,21340,1441,AUS,5,52,521,39,01.4.1441.521.39,83.0.00000,Flächenpflege im Straßenbegleitgrün  ,321,X,X,,,BZA-014-164,,,0061/RZA,06.0.6610.521.81,0000,,,000,000,000,0.00 ,"71,763.45 ",0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
014,01401,21340,1441,AUS,5,52,526,02,01.4.1441.526.02,83.0.00000,Planungsleistungen für Maßnahmen der Wachsenden Stadt ,422,X,X,,,,,,,,0000,,,000,000,000,"145,219.49 ","111,203.04 ","166,346.76 ",0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
014,01401,21340,1441,AUS,5,52,526,11,01.4.1441.526.11,83.0.00000,Planungsmittel auf den Gebieten der Landes- und Landschaftsplanung sowie des Städtebaus - Stadt- und Landesplanung -,422,X,X,,,BZA-014-114,3EA11AUS,A = E,0061/RZA,06.0.6610.526.81,0000,,,000,000,000,"109,803.75 ","142,458.85 ","63,678.77 ",0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
014,01401,21340,1441,AUS,5,52,526,21,01.4.1441.526.21,83.0.00000,"Untersuchungen und Gutachten zur Vorbereitung arbeits-, gesundheits- und sozialpolitischer Maßnahmen",219,X,X,,,,,,0063/ZZA,05.0.5200.526.86,0000,,,000,000,000,0.00 ,0.00 ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
014,01401,21340,1441,AUS,5,52,526,50,01.4.1441.526.50,83.0.00000,Gutachten und Untersuchungen  ,332,X,X,,,BZA-014-504,3EA11AUS,A = E,0063/ZZA,06.0.6900.526.86,0000,,,000,000,000,0.00 ,0.00 ,"1,000.00 ",0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
014,01401,21340,1441,AUS,5,53,531,11,01.4.1441.531.11,83.0.00000,Beteiligung und Information der Bürgerinnen und Bürger sowie der Fachöffentlichkeit - Stadt- und Landesplanung -,422,X,X,,,BZA-014-114,3EA11AUS,A = E,0061/RZA,06.0.6610.526.81,0000,,,000,000,000,"6,887.67 ","4,337.68 ","1,748.11 ",0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
014,01401,21340,1441,AUS,5,53,534,16,01.4.1441.534.16,83.0.00000,Ökolog. Wiederverwendung v. Grünrückständen  ,321,X,X,,,BZA-014-164,,,0061/RZA,06.0.6610.521.81,0000,,,000,000,000,"4,353.69 ","15,400.59 ",229.47 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
014,01401,21340,1441,AUS,5,53,534,48,01.4.1441.534.48,83.0.00000,Lebensmittelüberwachung  ,314,X,X,,,,3EA12AUS,A = E,0061/RZA,05.0.5300.534.81,0000,,,000,000,000,"1,971.03 ","1,863.10 ","1,165.87 ",0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
014,01401,21340,1441,AUS,5,53,534,68,01.4.1441.534.68,83.0.00000,Allgemeine Betriebsausgaben - Bezirkliche Märkte - ,430,X,,,,"EDK-014-05, TGR-014-1441-Z68",3MEM12AUS,MA = ME,1441/Z68,,0000,X,,000,000,000,959.43 ,743.86 ,256.14 ,"1,000 ",0 ,"1,000 ","1,000 ",0 ,0 ,0.0,"1,000 ","1,000 ",0 ,0 ,0.00,,0,0,0,
014,01401,21340,1441,AUS,5,53,535,12,01.4.1441.535.12,83.0.00000,Unterhaltung und Instandsetzung sowie Betriebsaus- gaben öffentliche Straßen und Wege ,725,X,X,,,BZA-014-124,3EA11AUS,A = E,0061/RZA,07.0.7200.521.81,0000,,,000,000,000,"943,964.48 ","1,221,600.66 ","14,120.37 ",0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
014,01401,21340,1441,AUS,5,53,535,13,01.4.1441.535.13,83.0.00000,Betriebsausgaben Gewässer und Nebenanlagen  ,623,X,X,,,BZA-014-134,3EA11AUS,A = E,0061/RZA,06.0.6700.521.81,0000,,,000,000,000,"149,916.34 ","149,575.68 ",587.82 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
014,01401,21340,1441,AUS,5,53,535,16,01.4.1441.535.16,83.0.00000,Unterhaltung von Straßenbäumen -Grünbereich - ,321,X,X,,,BZA-014-164,3EA11AUS,A = E,0061/RZA,06.0.6610.521.81,0000,,,000,000,000,"717,936.55 ","500,433.21 ","52,940.21 ",0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
014,01401,21340,1441,AUS,5,53,535,23,01.4.1441.535.23,83.0.00000,Unterhaltung von naturschutzrechtlich verbindlichen Ausgleichsmaßnahmen auf Grund von Festlegungen in Bauleitplänen,332,X,X,,,,,,,,0000,,,000,000,000,0.00 ,"20,105.21 ","16,894.79 ",0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
014,01401,21340,1441,AUS,5,53,535,36,01.4.1441.535.36,83.0.00000,Beseitigung von Schäden an öffentlichen Anlagen  ,331,X,X,,,,3EA11AUS,A = E,0063/ZZA,06.0.6900.535.86,0000,,,000,000,000,"17,108.69 ","4,503.18 ","8,421.82 ",0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
014,01401,21340,1441,AUS,5,53,536,16,01.4.1441.536.16,83.0.00000,Unterhaltung des Schutzgrüns - Grünbereich - ,321,X,X,X,2013,BZA-014-164,,,0061/RZA,06.0.6610.521.81,0000,,,000,000,000,"9,880.05 ","10,119.95 ",0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
014,01401,21340,1441,AUS,5,53,536,68,01.4.1441.536.68,83.0.00000,Marketingmaßnahmen für die bezirklichen Wochenmärkte ,012,X,X,,,"EDK-014-05, TGR-014-1441-Z68, TIT-000-0000-15",3MEM12AUS,MA = ME,1441/Z68,,0000,X,,000,000,000,0.00 ,0.00 ,0.00 ,0 ,0 ,"8,000 ","8,000 ",0 ,"8,000 ",100.0,"8,000 ","8,000 ",0 ,0 ,0.00,,0,0,0,
014,01401,21340,1441,AUS,5,53,537,16,01.4.1441.537.16,83.0.00000,"Unterhaltung von Bänken, Denkmälern u. dgl - Grünbereich - ",321,X,X,X,2013,BZA-014-164,3EA11AUS,A = E,0061/RZA,06.0.6610.521.81,0000,,,000,000,000,"29,135.95 ","38,565.90 ",0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
014,01401,21340,1441,AUS,5,54,541,24,01.4.1441.541.24,83.0.00000,Beseitigung nicht zugelassener unbefugt abgestellter Kraftfahrzeuge ,043,X,X,,,BZA-014-244,3EA11AUS,A = E,0063/ZZA,07.0.7200.546.86,0000,,,000,000,000,"8,705.30 ","14,268.25 ","62,854.38 ",0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
